w9000000046	unknown	2019	“Most of what’s there is completely unknown, and that’s the future,” Brady said.	「そこにあるもののほとんどは完全に未知で、それこそが未来なんです」とブレイディは言いました。
w9000000047	powerful	2019	Antibiotics are a powerful medicine.	抗生物質は強力な薬です。
w9000000048	insect	2022	Jaguars, leopards, and the largest number of insects live in this layer.	ジャガー、ヒョウ、そして最も多くの昆虫がこの層に住んでいます。
w9000000049	international	2019	We also have over one thousand students who are taught by over one hundred international teachers.	また、1,000人を超える生徒がいて、100人を超える国際的な教師が教えています。
p1882412642	the following	2022	Question 2: Which of the following is true about rainforests?	問2：熱帯雨林について正しいものは次のうちどれですか。
p2767315923	which of the following	2022	Question 2: Which of the following is true about rainforests?	問2：熱帯雨林について正しいものは次のうちどれですか。
p2681140134	probably say next	2023	Question: What will the woman probably say next?	質問：女性は次に何と言う可能性が最も高いですか。
p3081921364	be able to	2022	Man: I won’t be able to join you right away.	男性：私はすぐにはあなたと一緒に行けません。
p3400603282	more than	2022	I also know you check your voicemail a lot more than you do your emails.	また、あなたがメールよりも留守番電話をずっと頻繁に確認することも知っています。
p1882830368	for example	2026	For example, if you feel stressed or worried during the day, you might dream about something related to those feelings.	例えば、日中にストレスや不安を感じたなら、その感情に関係することを夢に見るかもしれません。
p2090154527	as soon as	2024	Woman: I need twenty minutes to walk to the burger place, so I’ll leave as soon as I’m ready.	女性：バーガー店まで歩いて20分かかるので、準備ができたらすぐに出発します。
p1611091069	even if	2022	It couldn’t jump up here even if it wanted to.	たとえ上がりたいと思っても、ここまで跳び上がることはできません。
p2861494560	so that	2020	We need to reduce, reuse and recycle our trash more so that we can help to decrease the size of the Pacific Trash Vortex in order to save our oceans and marine life before it’s too late.	手遅れになる前に海や海洋生物を守るため、Pacific Trash Vortexの大きさを小さくできるよう、私たちはごみをもっと減らし、再使用し、リサイクルする必要があります。
p2139324887	up to	2023	Researchers have seen a pair of hippos yawn at each other for up to two hours before they both felt the fight was truly finished.	研究者たちは、2頭のカバが、けんかが本当に終わったと双方が感じるまで、最長2時間あくびをし合うのを観察したことがあります。
p2248101431	in order to	2020	Aimmune spent a year conducting the research in order to make sure the treatment was safe and effective.	Aimmuneは、その治療が安全で効果的であることを確かめるために、1年間研究を行いました。
p4055002851	find out	2026	To find out, scientists studied how weaver ants make group decisions when working as a team.	それを調べるため、科学者たちはツムギアリがチームで協力するとき、どのように集団で決定するのかを研究しました。
p3324401858	next to	2026	Man: I also want to put my bed next to the window and put a plant on my desk.	男性：ベッドを窓の横に置いて、机の上に植物も置きたいです。
p2612056742	even though	2026	But even though dreams are a normal part of life, we still don’t fully understand them.	しかし、夢は生活の普通の一部であるにもかかわらず、私たちはまだ夢を完全には理解していません。
p1009379092	because of	2022	This was not because of her interest in hunting but because of her ①detestation for her neighbour, Loona Bimberton.	これは狩りへの興味のためではなく、隣人ルーナ・ビンバートンへの①強い嫌悪のためでした。
p2580273920	each other	2023	Researchers have seen a pair of hippos yawn at each other for up to two hours before they both felt the fight was truly finished.	研究者たちは、2頭のカバが、けんかが本当に終わったと双方が感じるまで、最長2時間あくびをし合うのを観察したことがあります。
p3099442518	help with	2023	I need the most help with History.	私は歴史が一番苦手なので、最も助けが必要です。
p3552208064	would like to	2023	I would like to have the grilled fish and green vegetables.	焼き魚と緑の野菜をお願いします。
p1133933707	as a result	2020	As a result	その結果
p0139630762	at least	2022	Well, at least I now have tiger skin to take home.	まあ、少なくとも今は持ち帰るためのトラの毛皮があります。
p0612815526	at the same time	2024	However, on weekends, it opens at the same time but closes two hours later.	しかし週末は、開く時間は同じですが、閉まるのは2時間遅くなります。
p4236383558	go back	2023	Do we want to go back next year?	来年また戻りたいですか。
p1915140140	in front of	2021	It takes courage for second-language learners to speak in front of others as they make mistakes.	第二言語の学習者が間違いをしながら人前で話すには勇気が必要です。
p0412859114	look like	2025	Man: What does she look like?	男性：彼女はどんな見た目ですか。
p2069972458	set up	2022	The villagers set up a hunting area with a tree where Mrs Packletide and Miss Mebbin could hide.	村人たちは、ミセス・パクルタイドとミス・メビンが隠れられる木を使って狩り場を用意しました。
p3583642223	in addition	2021	In addition, people who have studied another language tend to have broader views of the world.	さらに、別の言語を学んだことのある人は、世界に対してより広い見方をする傾向があります。
p2928386400	instead of	2025	Another study in Chile showed that children were more active when they wore sport-friendly uniforms instead of traditional clothes like skirts and blazers.	チリで行われた別の研究では、スカートやブレザーのような伝統的な服ではなく、運動に適した制服を着たときのほうが子どもたちは活発であることが示されました。
p0431020501	according to	2020	Question 1: According to the man, what percentage of the Pacific Trash Vortex is plastic?	問1：男性によると、Pacific Trash Vortexの何パーセントがプラスチックですか。
p0047704871	after all	2022	It was with the blue one after all!	結局、それは青いものと一緒にありました。
p0374612634	at first	2025	Man: At first, I suggested we meet at the coffee shop at 1 pm.	男性：最初、私は午後1時にコーヒーショップで会おうと提案しました。
p4217966614	by the time	2023	Anyway, by the time we arrived at the campsite, some bad weather had already started and we could see we weren’t going to have the dry weather we were hoping for.	とにかく、キャンプ場に着いたころにはすでに天気が崩れ始めていて、期待していたような晴天にはならないと分かりました。
p2870641894	come back	2025	He thought about it, but then he said he could come back a little earlier from the city.	彼は考えた後、街から少し早く戻って来られると言いました。
p3505442153	come up with	2021	Oh, I have just come up with a great idea.	あ、今すごく良い考えを思いつきました。
p1711110452	far from	2020	In the school cafeteria, he sits far from classmates who are eating peanut butter.	学校の食堂では、彼はピーナッツバターを食べているクラスメートから離れて座ります。
p1202757335	have trouble	2020	I’m not good at math, so I have trouble finishing it.	私は数学が得意ではないので、終わらせるのに苦労しています。
p1703618332	in fact	2020	She didn’t seem surprised to see me—in fact, she didn’t seem to see me at all.	彼女は私を見ても驚いた様子はありませんでした。実際、私の姿がまったく目に入っていないようでした。
p1382632765	make sure	2020	Aimmune spent a year conducting the research in order to make sure the treatment was safe and effective.	Aimmuneは、その治療が安全で効果的であることを確かめるために、1年間研究を行いました。
p4266599700	no longer	2022	This was a sign that they were no longer paying attention.	これは、彼らがもう注意を向けていないことのしるしでした。
p0107729398	on time	2024	Woman: The train was on time today, but I didn’t come by train.	女性：今日は電車は時間どおりでしたが、私は電車では来ませんでした。
p0029128900	over time	2020	Over time, the patients will be able to eat more and more amounts of peanut without having allergic reactions.	時間がたつにつれて、患者はアレルギー反応を起こさずに、より多くの量のピーナッツを食べられるようになります。
p0224174788	pick up	2022	If you come over like my mom asks, we could pick up a gift for her on Friday at the shopping mall and it should be a lot of fun.	母が頼んでいるように来てくれれば、金曜日にショッピングモールで母へのプレゼントを買えて、きっととても楽しいと思います。
p0002567878	plenty of	2024	That gives us plenty of time to eat.	それなら食事をする時間は十分あります。
p2168863232	right now	2024	Man: That’s a relief, but I’m worried that I don’t have my warm sweater right now or my winter hat.	男性：それなら安心です。でも今、暖かいセーターも冬用の帽子も持っていないのが心配です。
p2622332709	focus on	2023	Woman: I think we should focus on Math.	女性：数学に集中すべきだと思います。
p2294777141	be worried about	2023	At school, Benny couldn’t focus on his studies as he was worried about his grandmother.	学校でベニーは祖母のことが心配で、勉強に集中できませんでした。
p0707819517	be good at	2020	Fishing was another thing I was good at.	釣りもまた、私が得意なことの一つでした。
p2697375523	be likely to	2023	The animal with the biggest yawn is likely to be the leader of the group.	最も大きなあくびをする動物が、群れのリーダーである可能性が高いです。
p3683618857	be interested in	2024	It is important for male and young animals to be interested in other animals for a longer period of time than female and older ones.	オスや若い動物にとっては、メスや年を取った動物よりも長い時間、ほかの動物に関心を持つことが重要です。
p1527231199	be afraid of	2022	I first thought that we could bring my mom to the zoo with us, but she is afraid of animals, so that wasn’t a great idea.	最初は母も一緒に動物園へ連れて行こうと思いましたが、母は動物が怖いので、あまり良い考えではありませんでした。
p3060243830	be different from	2026	This is different from other ants, like longhorn crazy ants, which follow a leader.	これは、リーダーについて行くlonghorn crazy antsのようなほかのアリとは違います。
p3192670043	be responsible for	2020	Who is responsible for this plastic trash?	このプラスチックごみの責任は誰にあるのでしょうか。
p1910509748	be famous for	2026	They live in big groups and are famous for acting as a team.	彼らは大きな群れで暮らし、チームとして行動することで有名です。
p1493503907	be used to	2024	The phone in the room cannot be used to call another room directly.	部屋の電話から、別の部屋へ直接電話することはできません。
p1096187489	be surrounded by	2025	From the exciting roller coasters to the musical merry-go-round, there was something magical about being surrounded by this lively atmosphere.	わくわくするジェットコースターから音楽の流れるメリーゴーラウンドまで、この活気ある雰囲気に囲まれていることには何か魔法のようなものがありました。
p2996484604	take care of	2020	Brett will learn to take care of his allergy when he gets older.	ブレットは大きくなれば、自分のアレルギーを管理することを学ぶでしょう。
p3891949381	give up	2020	He decided to give up the bass for the girl he liked.	彼は好きな女の子のためにバスを手放すことにしました。
p0125339913	hang up	2026	Did you hang up the last poster for our dance performance?	ダンス公演の最後のポスターは貼りましたか。
p0552439439	rather than	2025	Maybe we should think about how to make better use of zoos rather than closing them down.	動物園を閉鎖するより、どうすればもっと有効に活用できるかを考えるべきかもしれません。
p2134121930	once upon a time	2020	Once upon a time, a hunter had a very intelligent dog.	昔々、ある猟師がとても賢い犬を飼っていました。
p1400280963	have a chance to	2022	The only concern that villagers had was that the tiger might die because of old age before Mrs Packletide had a chance to shoot it.	村人たちが唯一心配していたのは、ミセス・パクルタイドが撃つ機会を得る前に、トラが老衰で死んでしまうかもしれないことでした。
p0009235329	most likely	2021	Question 1: Who is the man most likely speaking to?	問1：男性は誰に話している可能性が最も高いですか。
p9000000001	such as	2020	You can also enjoy special monthly promotions on popular items each month such as buy one get one free offers or spend $50 and get $10 cashback.	また毎月、人気商品を対象に「1つ買うと1つ無料」や「50ドル使うと10ドルキャッシュバック」などの特別キャンペーンを楽しめます。
p9000000002	figure out	2026	One theory is that dreams help us figure out our emotions.	一つの理論では、夢は自分の感情を理解するのに役立つとされています。
p9000000003	as ... as possible	2025	He was so tired that he wanted to go to bed as soon as possible.	彼はとても疲れていたので、できるだけ早く寝たいと思っていました。
p9000000004	be resistant to	2019	Now, there are some bacteria which ②are resistant to drugs.	現在、薬に②耐性を持つ細菌がいます。
p9000000005	in the past	2019	In the past, scientists tried to create antibiotics inside scientific laboratories.	かつて科学者たちは、科学研究所の中で抗生物質を作ろうとしていました。
p9000000006	fight against	2019	It can kill several super-strong bacteria, which old antibiotics cannot fight against any more.	それは、古い抗生物質ではもう効かない非常に強い細菌をいくつか殺すことができます。
p9000000007	show up	2019	The rats got better, and the bad bacteria did not show up any longer.	ネズミは回復し、悪い細菌はもう現れませんでした。
p9000000008	any longer	2019	The rats got better, and the bad bacteria did not show up any longer.	ネズミは回復し、悪い細菌はもう現れませんでした。
p9000000009	right away	2022	Man: I won’t be able to join you right away.	男性：私はすぐにはあなたと一緒に行けません。
p9000000010	come true	2019	Did your wishes come true?	あなたの願いはかなったのですか。
p9000000011	be careful	2019	But be careful what you wish for.	でも、何を願うかには気をつけなさい。
p9000000012	be on a diet	2019	She’s on a diet so let’s get her something else.	彼女はダイエット中だから、別のものを買いましょう。
p9000000013	grow up	2025	When he grows up and leaves home, you’ll feel silly for worrying about such things.	彼が大人になって家を出たら、そんなことを心配していた自分がばかばかしく感じるでしょう。
p9000000014	keep in touch with	2019	keep in touch with	〜と連絡を取り続ける
p9000000015	hand out	2019	Once he handed the test papers out, he asked the students to turn them over.	彼はテスト用紙を配り終えると、生徒たちに裏返すよう言いました。
