p9000000016	turn over	2019	Once he handed the test papers out, he asked the students to turn them over.	彼はテスト用紙を配り終えると、生徒たちに裏返すよう言いました。
p9000000017	no good	2019	“If you’ve had your three wishes, it’s ①no good to you now, Morris,” said Mr. White.	「3つの願いをもう使ったのなら、今となっては①役に立たないだろう、モリス」とホワイト氏は言いました。
p9000000018	belong to	2019	He asked me if I belonged to the local soccer team.	彼は私が地元のサッカーチームに所属しているかどうか尋ねました。
w90367666872245	achieve	2022	Mrs Packletide decided to shoot a tiger because she wanted to achieve something bigger than Loona Bimberton.	ミセス・パクルタイドは、ルーナ・ビンバートンよりも大きなことを成し遂げたかったので、トラを撃つことにしました。
w90429937316572	addition	2021	In addition, people who have studied another language tend to have broader views of the world.	さらに、別の言語を学んだことのある人は、世界に対してより広い見方をする傾向があります。
w90934409154259	advice	2020	Indeed, although peanut treatment sounds attractive to many patients, it has to be done with a doctor’s advice.	実際、ピーナッツ治療は多くの患者にとって魅力的に聞こえますが、医師の助言のもとで行わなければなりません。
w90060458104716	afford	2024	Her mother couldn’t afford one.	彼女の母親には、それを買う余裕がありませんでした。
w90318383545101	afraid	2020	No, I’m afraid they have all sold out.	いいえ、残念ですが、すべて売り切れました。
w90228375350281	agree	2026	Of course, not all scientists agree.	もちろん、すべての科学者が同意しているわけではありません。
w90207160019794	application	2020	Sign up for a membership card by filling out an application form and handing it to any sales clerk.	申込書に記入して販売員に渡し、会員カードに登録してください。
w90110865057662	area	2023	Some animals yawn to scare away enemies from their home areas.	動物の中には、自分の縄張りから敵を追い払うためにあくびをするものもいます。
w91077663039198	assist	2024	There’s a fire escape map on the back of your door to assist you.	ドアの裏には、あなたを助けるための非常避難経路図があります。
w90859020558528	attract	2021	These large living collections attract and support many other sea creatures.	こうした大きな生きた集合体は、ほかの多くの海の生き物を引き寄せ、支えています。
w90712321811822	aware	2024	If they play just for fun, it makes us wonder about their emotions and how aware they are of their surroundings.	もし彼らがただ楽しむために遊ぶのなら、彼らの感情や周囲をどれほど認識しているのかについて考えさせられます。
w90758933899543	barrier	2021	The scientists decided to test their idea at the Great Barrier Reef.	科学者たちはグレート・バリア・リーフで自分たちの考えを試すことにしました。
w91083734674299	begin	2021	Let me share a few more that might encourage you before we begin studying.	勉強を始める前に、みなさんを励ませるかもしれないことをもう少し紹介します。
w90166631171189	behave	2025	A researcher believes that social expectations may influence how children behave in certain clothes.	ある研究者は、社会的な期待が、子どもたちが特定の服装をしたときの行動に影響する可能性があると考えています。
w90265251297862	bring	2021	I brought one hundred and fifty dollars.	私は150ドル持ってきました。
w90048026068357	campaign	2020	Also, today is the last day of our Savings Club campaign.	また、今日はSavings Clubキャンペーンの最終日です。
w90620797691685	capital	2022	It is the capital of France.	そこはフランスの首都です。
w90336560713120	catch	2019	After that, we’ll have an hour and a half of free time before we catch the bus back to school.	その後、学校へ戻るバスに乗るまで、1時間半の自由時間があります。
w90804275455767	certain	2019	Some antibiotics do not work for certain types of bacteria any longer.	抗生物質の中には、ある種類の細菌にはもう効かないものがあります。
w90314673658499	challenging	2021	Now, learning a second language later in life may seem like a challenging task for many of you, especially after university.	さて、大学卒業後など、人生の後半で第二言語を学ぶことは、多くの人にとって難しい課題に思えるかもしれません。
w90303143579528	choose	2023	I suggest that we choose this other brand, which is half the price.	値段が半分のこちらの別のブランドを選ぶことを提案します。
w90013242056660	clear	2022	The coffee table is clear.	コーヒーテーブルの上には何もありません。
w90671609867257	comfortable	2025	The study also found that girls feel less comfortable being active if they have to wear clothes like skirts or dresses.	この研究では、スカートやドレスのような服を着なければならない場合、女子は活動することにあまり心地よさを感じないことも分かりました。
w90896386285614	complete	2023	But now they need to figure out a good way to track these birds and try again to complete their original research.	しかし今、研究者たちはこれらの鳥を追跡する良い方法を考え出し、元の研究を完了するためにもう一度試す必要があります。
w90340273405922	complex	2024	This shows that bees are more complex than we thought.	これは、ミツバチが私たちの考えていた以上に複雑であることを示しています。
w90338238613799	conceal	2020	The important thing now was that I had to conceal my love for fishing so that I wouldn’t look stupid.	今大切だったのは、ばかに見られないように、釣りが好きだということを隠さなければならないということでした。
w90476135804123	concentrate	2024	If such things happen, it would be difficult to concentrate on lessons.	そのようなことが起これば、授業に集中するのは難しいでしょう。
w90059788056757	confused	2019	The students were confused, but they started on the task.	生徒たちは戸惑いましたが、その課題に取りかかりました。
w90601193689390	correct	2022	A goat was tied at the correct distance from the tree to attract the old tiger.	年老いたトラを引き寄せるため、木から適切な距離のところにヤギがつながれました。
w90539351619097	courage	2021	It takes courage for second-language learners to speak in front of others as they make mistakes.	第二言語の学習者が間違いをしながら人前で話すには勇気が必要です。
w90648273355179	creative	2021	They tend to be more creative and, as they get older, their brains stay healthy.	彼らはより創造的である傾向があり、年を取っても脳が健康に保たれます。
w90287758065818	curious	2026	She was still curious about the offer that Mr. Steward had made and wanted to know more about it.	彼女はスチュワード氏がした申し出についてまだ気になっており、それについてもっと知りたいと思っていました。
w90716483798200	danger	2022	Do you think we are in danger?	私たちは危険な状態にあると思いますか。
w90634197441237	data	2025	The researchers of the study looked at existing data about the physical activity of more than 1 million children aged 5 to 17 years old from 135 countries.	研究者たちは、135か国の5歳から17歳までの子ども100万人以上の身体活動に関する既存データを調べました。
w90684310304226	dead	2019	“He has been dead for ten days, and besides, after the accident, he looked terrible.”	「彼は10日前に亡くなっています。それに、事故の後はひどい姿でした。」
w91007874594915	deliver	2021	“Shall we just tell the man that the letter cannot be delivered?”	「その手紙は配達できないと、その人に伝えるだけにしようか。」
w90899266355078	depend	2023	Well, that depends, based on the animals we are looking at.	それは場合によります。どの動物を見ているかによって違います。
w90247284373997	design	2022	The scientists hope to continue designing more experiments.	科学者たちは、さらに多くの実験を設計し続けたいと考えています。
w90680434390294	desire	2022	She was not a brave person by nature, but she had a strong desire to shoot a tiger.	彼女は生まれつき勇敢な人ではありませんでしたが、トラを撃ちたいという強い願いがありました。
w90309970166443	destroy	2020	Today I want to talk about the Pacific Trash Vortex, which is destroying our ecosystem and killing marine life.	今日は、生態系を壊し海洋生物を死なせているPacific Trash Vortexについて話したいと思います。
w90732231263564	device	2020	His school keeps a medical device called an EpiPen in the front office.	彼の学校では、EpiPenという医療器具を事務室に備えています。
w90665148324327	direct	2024	They could take the direct path to the feeding place or go to the space where they could play with the balls.	彼らは餌場への直接の道を進むことも、ボールで遊べる場所へ行くこともできました。
w90427102767278	disagree	2022	Before Mrs Packletide could disagree, the tiger showed up.	ミセス・パクルタイドが反対する前に、トラが姿を現しました。
w90824183400442	distance	2022	A goat was tied at the correct distance from the tree to attract the old tiger.	年老いたトラを引き寄せるため、木から適切な距離のところにヤギがつながれました。
w90107937152137	diverse	2022	Rainforests are some of the most diverse places on Earth.	熱帯雨林は地球上でも特に多様性に富んだ場所です。
w91036485016278	drop	2024	Yes, I heard the temperature might drop to zero tonight.	はい、今夜は気温が0度まで下がるかもしれないと聞きました。
w90129600286339	effective	2020	Aimmune spent a year conducting the research in order to make sure the treatment was safe and effective.	Aimmuneは、その治療が安全で効果的であることを確かめるために、1年間研究を行いました。
w90431624957122	emotional	2026	Other times, they can be scary or emotional.	また別のときには、夢は怖かったり感情的だったりすることがあります。
w90939492683289	emotion	2026	One theory is that dreams help us figure out our emotions.	一つの理論では、夢は自分の感情を理解するのに役立つとされています。
w90166052589649	equal	2020	That’s equal to about one peanut.	それはおよそピーナッツ1個分に相当します。
w90954972896395	examine	2022	The scientists tracked the eye movements of participants to examine if they were focused or not during the test.	科学者たちは、テスト中に参加者が集中していたかどうかを調べるため、目の動きを追跡しました。
w90279348567638	exchange	2024	Countries often exchange gifts to help build good relationships.	国々は良い関係を築くために、しばしば贈り物を交換します。
w90889805630504	exist	2020	We throw away about sixty billion tons of plastic every year so it’s no wonder that these floating islands exist and are getting bigger!	私たちは毎年約600億トンものプラスチックを捨てているので、こうした浮かぶ島が存在し、さらに大きくなっているのも不思議ではありません。
w90164747107247	expectation	2025	A researcher believes that social expectations may influence how children behave in certain clothes.	ある研究者は、社会的な期待が、子どもたちが特定の服装をしたときの行動に影響する可能性があると考えています。
w90992433167481	express	2023	The express train will only take one hour today.	快速列車なら、今日は1時間しかかかりません。
w90822411858889	external	2024	If you press 9, you’ll be able to call an external line.	9を押せば、外線に電話できるようになります。
w90117664105646	extremely	2023	Sam was extremely happy.	サムはとても幸せでした。
w90976462698083	factor	2025	The research did not find uniforms to be the only factor for less physical activity.	この研究では、制服だけが身体活動が少なくなる要因ではないことも分かりました。
w91076529942674	failure	2024	She didn’t want to see her mother’s disappointed face as she knew that the whole thing would end up a terrible failure.	彼女は、すべてがひどい失敗に終わると分かっていたので、母親のがっかりした顔を見たくありませんでした。
w90115773232020	fast	2019	It’s probably faster than a taxi.	たぶんタクシーより速いです。
w90476228442651	final	2024	Now, I just need to go through some final details with you.	では、最後の細かい点をいくつか確認する必要があります。
w90135067039739	finish	2024	I have a 2-hour piano lesson in the morning at home which will finish at 11:30.	午前中に家で2時間のピアノレッスンがあり、それは11時30分に終わります。
w90178794885946	foreign	2021	Knowing a second language makes it easier to travel and make foreign friends.	第二言語を知っていると、旅行をしたり外国人の友達を作ったりしやすくなります。
w90723427737795	frequently	2026	I still frequently look at the photos from that holiday when I need a break from everyday life and want to remember those good times.	日常生活から離れて一息つきたいときや、あの楽しい時間を思い出したいとき、私は今でもその休暇の写真をよく見ます。
w90102986764856	front	2021	It takes courage for second-language learners to speak in front of others as they make mistakes.	第二言語の学習者が間違いをしながら人前で話すには勇気が必要です。
w90212026747856	gender	2025	The study found a gender gap.	その研究では男女差が見つかりました。
w90406117528930	generous	2025	Dorset is very generous.	ドーセットはとても気前がいいです。
w90685918216005	give	2020	The name Pacific Trash Vortex might give you a hint that it’s in the Pacific Ocean.	Pacific Trash Vortexという名前から、それが太平洋にあると見当がつくかもしれません。
w90004374519924	ground	2024	The restaurant, as you can see, is here on the ground floor.	ご覧のとおり、レストランはこちらの1階にあります。
w90180146763930	happen	2024	If such things happen, it would be difficult to concentrate on lessons.	そのようなことが起これば、授業に集中するのは難しいでしょう。
w90545631866000	hard	2026	Yeah, that Science test was hard for me too.	うん、その理科のテストは私にも難しかったです。
w90887998785684	helpful	2019	“This discovery shows there are many helpful cures in nature,” Brady says.	「この発見は、自然の中には役立つ治療法がたくさんあることを示しています」とブレイディは言います。
w90431488727745	historic	2024	On the 100-year anniversary of Japan’s gift to the United States, the American people decided to send another set of 3,000 dogwood trees back to Japan to remember the historic day.	日本からアメリカへの贈り物から100周年にあたる年、アメリカの人々はその歴史的な日を記念して、別の3,000本のハナミズキを日本へ送り返すことにしました。
w90760269250632	hold	2019	“Hold it up and wish aloud,” answered Morris.	「それを持ち上げて、願いを声に出して言うんだ」とモリスは答えました。
w90490755619592	hope	2022	Well, I’ll end here, but I hope that movie is a good one.	ではここで終わりますが、その映画が良い作品だといいですね。
