w90215039709918	trigger	2020	For many, a very small amount of peanut can trigger a reaction called anaphylaxis.	多くの人にとって、ごく少量のピーナッツでもアナフィラキシーと呼ばれる反応を引き起こすことがあります。
w90510880693116	true	2020	Question 2: Which of the following is true about the Pacific Trash Vortex?	問2：Pacific Trash Vortexについて正しいものは、次のうちどれですか。
w90344108686606	truth	2022	A few days after the party, Miss Mebbin said, “Everyone would be surprised to know the truth.”	パーティーから数日後、ミス・メビンは「真実を知ったら、みんな驚くでしょうね」と言いました。
w90467442119463	turn	2022	It turns out that next Saturday is my mom’s birthday.	実は、次の土曜日は母の誕生日なんです。
w90470892996738	unexpected	2023	Recently, Australian scientists learned something unexpected about magpies when they tried to put trackers on the birds to learn more about their habits.	最近、オーストラリアの科学者たちは、カササギの習性を詳しく知るために鳥に追跡装置を付けようとしたところ、予想外のことを知りました。
w90754214357341	upset	2025	For example, they used tree pieces to cure upset stomachs.	例えば、彼らは胃の不調を治すために木の一部を使いました。
w90998133871698	various	2022	The shopkeeper showed him various pairs of glasses and a book.	店主は彼にさまざまな眼鏡と一冊の本を見せました。
w90876323731179	victim	2024	Altogether, a total of 1,000 were planted in Tokyo, 561 in the Tohoku region to remember the tsunami victims, and the rest were sent to schools and other organizations throughout the country.	全部で1,000本が植えられ、そのうち561本は津波犠牲者を追悼するため東北地方に植えられ、残りは全国の学校やほかの団体へ送られました。
w90605112520428	voluntary	2024	The behavior of the bees observed in the study is scientifically considered as “play” as it was voluntary and rewarding in itself.	研究で観察されたミツバチの行動は、自発的でそれ自体が報酬となるものだったため、科学的には「遊び」と考えられています。
w90176170306874	weight	2019	What about a book that teaches people how to lose weight?	体重の減らし方を教える本はどうですか。
w90040914735292	wisdom	2026	This way of deciding is called the “wisdom of the crowd.”	この決め方は「群衆の知恵」と呼ばれています。
w90376721492064	within	2020	We’ll then send you your membership card by post within a week.	その後、1週間以内に会員カードを郵送します。
w90627327553858	world	2021	There are over two billion computers in the world right now.	現在、世界には20億台を超えるコンピューターがあります。
w90982757577715	wrong	2024	Moreno picked it up and looked at it closely but couldn’t see what was wrong.	モレノはそれを拾ってよく見ましたが、何が問題なのか分かりませんでした。
w70964231127	die	2021	“If I don’t throw them back in the water, they will die.	「もし水に戻さなければ、彼らは死んでしまう。
w72494680139	use	2021	We now use computers for nearly everything and they are everywhere around us.	今では、私たちはほぼあらゆることにコンピューターを使い、コンピューターは身の回りの至る所にあります。
p71965129608	on one's way home	2020	Yesterday I saw a friend of mine on my way home and had a chat with him for more than an hour.	昨日、家に帰る途中で友人に会い、1時間以上話をしました。
p73560013203	a friend of mine	2020	Yesterday I saw a friend of mine on my way home and had a chat with him for more than an hour.	昨日、家に帰る途中で友人に会い、1時間以上話をしました。
p70971823879	have a chat with	2020	Yesterday I saw a friend of mine on my way home and had a chat with him for more than an hour.	昨日、家に帰る途中で友人に会い、1時間以上話をしました。
p70783692192	it is said that	2021	It is said that people who stay up late may catch a cold easily.	夜更かしする人は風邪をひきやすいと言われています。
p73346321740	stay up late	2021	It is said that people who stay up late may catch a cold easily.	夜更かしする人は風邪をひきやすいと言われています。
p70140152223	catch a cold	2021	It is said that people who stay up late may catch a cold easily.	夜更かしする人は風邪をひきやすいと言われています。
p70450073855	get upset	2021	How do I stop getting upset when things don’t go my way?	物事が自分の思いどおりにいかないとき、どうすれば腹を立てずにいられますか。
p70875778172	go one's way	2021	How do I stop getting upset when things don’t go my way?	物事が自分の思いどおりにいかないとき、どうすれば腹を立てずにいられますか。
p70404846185	have no idea	2020	I said though I had no idea who that was.	私は、それが誰なのか全く分からないと言いました。
p70341446103	get married to	2022	My brother will get married to the woman he has been dating for a year.	私の兄は、1年間付き合っている女性と結婚します。
p70954126998	look for	2023	He is looking for someone who can take care of his dog during his vacation.	彼は休暇中に犬の世話をしてくれる人を探しています。
p72824102711	so ... that	2023	She studied English so hard that she can read books written in English now.	彼女はとても一生懸命英語を勉強したので、今では英語で書かれた本を読めます。
p73192648372	put effort into	2024	Everybody put a lot of effort into preparing for the school festival.	みんな学校祭の準備に大きな努力をしました。
p71642854780	come from	2020	Eighty percent comes from the land and the other twenty percent comes from ships and oil platforms.	80％は陸から来て、残りの20％は船や石油プラットフォームから来ます。
p72736309945	too good to be true	2024	We should find out where the information comes from as it sounds too good to be true.	あまりにもうまい話に聞こえるので、その情報がどこから来たのか確かめるべきです。
p71386443306	hand in	2025	Jack finished his report last week, but he couldn’t hand it in because he fell ill.	ジャックは先週レポートを終えましたが、病気になったので提出できませんでした。
p70401289760	fall ill	2025	Jack finished his report last week, but he couldn’t hand it in because he fell ill.	ジャックは先週レポートを終えましたが、病気になったので提出できませんでした。
p74112865821	be amazed by	2025	Those who attended the event were all amazed by the exciting performances.	その行事に参加した人はみな、すばらしい演技に驚きました。
p73678567694	be better at ... than	2026	Ken is better than anyone else at speaking in front of people.	ケンは人前で話すことにかけては誰よりも上手です。
w73383649284	find	2022	Many animals live in this layer since food is easy to find.	食べ物を見つけやすいので、多くの動物がこの層に住んでいます。
w70937258619	take	2020	She said she was going to take a shower after her nap.	彼女は昼寝の後でシャワーを浴びると言っていました。
w71747380960	ask	2022	Question 2: Where is the man asking Emily to go next Saturday?	問2：男性はエミリーに、次の土曜日どこへ行こうと誘っていますか。
w70143088812	help	2025	They did this to help their buildings stay strong during earthquakes.	彼らは地震のときに建物を強く保つために、そうしました。
w73867121481	study	2025	No, I only told dad, but he still hopes I’ll study computer science in college.	いいえ、父にしか話していません。でも父は、私が大学でコンピューター科学を学ぶことをまだ望んでいます。
