w2125826940	glad	2026	I’m glad today is the last day of exams.	今日が試験の最終日でうれしいです。
w0313815355	extra	2020	I have to see my math teacher for an extra class at 5pm.	午後5時に、補習のため数学の先生に会わなければなりません。
w3210599372	definitely	2021	Yes, it definitely would be difficult to imagine modern life without computers.	はい、コンピューターのない現代生活を想像するのは間違いなく難しいでしょう。
w1097793467	busy	2021	Will Tom enjoy such a busy day?	トムはそんなに忙しい一日を楽しめるでしょうか。
w2596182078	festival	2020	The writer and Sheila listened to the radio on the way home from the music festival.	筆者とシーラは、音楽祭からの帰り道にラジオを聞きました。
w4106810832	cure	2025	For example, they used tree pieces to cure upset stomachs.	例えば、彼らは胃の不調を治すために木の一部を使いました。
w3507935028	daily	2021	In the United States more than 80% of daily emails are Spam – another word for junk email.	アメリカでは、日々送られるメールの80％以上がスパム、つまり迷惑メールです。
w3469005644	avoid	2022	Mothers were also asked to avoid singing songs to their babies so as not to disturb the tiger’s sleep.	トラの眠りを邪魔しないように、母親たちは赤ちゃんに歌を歌わないよう求められました。
w1970378728	improve	2022	To improve is to make something better, or to become better.	improveとは、何かをより良くすること、またはより良くなることです。
w3595912181	throughout	2024	Altogether, a total of 1,000 were planted in Tokyo, 561 in the Tohoku region to remember the tsunami victims, and the rest were sent to schools and other organizations throughout the country.	全部で1,000本が植えられ、そのうち561本は津波犠牲者を追悼するため東北地方に植えられ、残りは全国の学校やほかの団体へ送られました。
w1168477919	adult	2020	Brett will not be able to become an adult because of his allergy.	ブレットはアレルギーのために大人になることができないでしょう。
w2941322209	cause	2021	But it’s also seriously threatened by the warming waters caused by climate change.	しかし、気候変動によって海水温が上昇し、これも深刻な脅威にさらされています。
w2024649577	serious	2019	His voice was so serious that the others became very quiet.	彼の声があまりにも真剣だったので、ほかの人たちはとても静かになりました。
w1931025015	experience	2026	They have experience and know how to do it well.	彼らには経験があり、上手にやる方法を知っています。
w3781306388	recommend	2019	The waiters are friendly and they will recommend dishes to try.	ウェイターは親切で、試すとよい料理を勧めてくれます。
w4220914384	process	2026	Dreams might be part of this process.	夢はこの過程の一部なのかもしれません。
w3847566809	act	2023	Interestingly, when they yawn for a reason like that, they act just like we humans do—they try to hide it by covering their mouths.	興味深いことに、そのような理由であくびをするとき、彼らは私たち人間とまったく同じように、口を覆って隠そうとします。
w4153237121	excellent	2021	They are also excellent at multi-tasking.	彼らはマルチタスクも非常に得意です。
w0632948225	heavy	2019	We don’t want to change trains with our heavy suitcases.	重いスーツケースを持って電車を乗り換えたくありません。
w2050583863	recently	2021	The scientists have recently published their results in the magazine Nature.	科学者たちは最近、科学誌『Nature』に研究結果を発表しました。
w2151136337	present	2022	I’m going to buy a birthday present for my son today.	今日は息子の誕生日プレゼントを買いに行きます。
w2644811008	total	2021	You have forgotten one thing; there will be one hour of travel time in total.	一つ忘れています。移動時間は合計で1時間かかります。
w3826051775	remove	2021	I can remove the walk from the plan.	予定から徒歩移動を外すことができます。
w0419343304	confident	2021	Studying a second language is also a great way to become more confident.	第二言語を学ぶことは、より自信を持つためのすばらしい方法でもあります。
w0566377654	allow	2025	Why did we allow him to get another mountain bike?	なぜ私たちは彼がまたマウンテンバイクを手に入れるのを許したのでしょうか。
